t,max_velocity,max_vorticity
0.0005,25.12219502407361,524292.3497416887
0.005000000000000001,23.85680234938574,496139.0100052651
0.010000000000000005,21.758197630562275,530426.5241496502
0.01500000000000001,19.682110135428594,397123.12438968284
0.020000000000000014,19.00046274808382,225146.3351380799
0.02500000000000002,18.900161387371067,180929.34586384796
0.030000000000000023,19.431318784705123,205816.457497781
0.035000000000000024,20.14309619171436,175367.7788406031
0.04000000000000003,20.825718313986936,173737.70846743506
0.04500000000000003,21.35331723311146,176159.05884065793
0.05000000000000004,21.667711856775252,174731.9817439343
0.05500000000000004,21.91785065365958,171953.8385927138
0.060000000000000046,21.911312442049717,170461.52866157168
0.06500000000000004,21.893310898709306,168751.71584926412
0.07000000000000005,21.73480353203487,179332.0360383075
0.07500000000000005,21.49863791506011,174717.10665022582
0.08000000000000006,21.228099959402424,176620.63471702888
0.08500000000000006,20.945758307597618,191079.36921291729
0.09000000000000007,20.607995993351267,189711.35427700257
0.09500000000000007,20.236382707717542,199035.3617294882
0.10000000000000007,19.919353422359542,202618.567617475
0.10500000000000008,19.593018523855914,215968.56698956905
0.11000000000000008,19.233517546230114,222218.61243922406
0.11500000000000009,18.897997423880135,214853.8975814073
0.12000000000000009,18.566745579154052,229824.67061118493
0.12500000000000008,18.244139136113596,252957.06493584416
0.1300000000000001,17.942526157019405,266918.8122046397
0.1350000000000001,17.630141075387908,287062.7456564137
0.1400000000000001,17.33970505970226,308922.25856850785
0.1450000000000001,17.043103188972623,319821.93371489306
0.1500000000000001,16.780359094879746,324991.5881211075
0.1550000000000001,16.560161388082665,350407.22288850363
0.16000000000000011,16.332781034099643,355523.85051784804
0.16500000000000012,16.092172147398152,359274.94001915073
0.17000000000000012,15.854713765623774,365725.8463223507
0.17500000000000013,15.686080722475165,372667.36890770827
0.18000000000000013,15.493084159694906,379135.3954739511
0.18500000000000014,15.280561331147155,384462.6437844918
0.19000000000000014,15.12247461005655,389164.90543682204
0.19500000000000015,14.96576526393862,390051.3674383093
0.20000000000000015,14.967149349846448,398383.0806064583
0.20500000000000015,14.987383581742339,384758.57142931054
0.21000000000000016,14.99165021671945,393489.0143905075
0.21500000000000016,15.015994038761042,388652.7265575948
0.22000000000000017,15.023629004449445,384546.42776761216
0.22500000000000017,15.015304582702482,382250.4397821085
0.23000000000000018,14.99502748921533,382288.57913449255
0.23500000000000018,15.00260892289915,383317.4354726658
0.24000000000000019,14.994185564918853,384960.1002185901
0.2450000000000002,14.970285398413502,388078.4524647721
0.25000000000000017,14.941836674891261,390282.1462940453
0.25500000000000017,14.900356176330778,391175.0759501118
0.2600000000000002,14.846120982065335,392449.7521242931
0.2650000000000002,14.813499253977808,388988.583713275
0.2700000000000002,14.771335056249596,383721.13095900574
0.2750000000000002,14.717091039548558,377670.1896606809
0.2800000000000002,14.65114644519647,373946.6145426568
0.2850000000000002,14.573864661776831,370911.5845195739
0.2900000000000002,14.49051404182964,367114.77137626254
0.2950000000000002,14.397346101329322,363918.55689287774
0.3000000000000002,14.29290517254573,362570.39862077596
0.3050000000000002,14.20659562469327,364111.95247137436
0.3100000000000002,14.127502046977606,365480.4713073347
0.3150000000000002,14.038794487331408,366822.0256639426
0.32000000000000023,13.940795153157543,372071.34501387586
0.32500000000000023,13.833828631666158,377964.2199431849
0.33000000000000024,13.718224812213686,385595.3791018395
0.33500000000000024,13.59432186879378,394057.3056285109
0.34000000000000025,13.46246917284836,406331.7222935765
0.34500000000000025,13.328366484318632,428732.90394982416
0.35000000000000026,13.197656443150507,452726.2263013036
0.35500000000000026,13.060677813082789,478352.5981368378
0.36000000000000026,12.917766235430506,505590.125377663
0.36500000000000027,12.76926958881039,534399.52160404
0.3700000000000003,12.615547833411606,564729.661744644
0.3750000000000003,12.478137694143635,596497.8343965205
0.3800000000000003,12.335907625449975,629595.1016713643
0.3850000000000003,12.188326334111945,663885.6938787528
0.3900000000000003,12.035799286674191,699203.580052847
0.3950000000000003,11.878739623056205,735349.380462483
0.4000000000000003,11.907987623938586,772070.9952813335
0.4050000000000003,11.958607654567205,809023.996404754
0.4100000000000003,11.964038756771648,846748.9619460041
0.4150000000000003,12.017778693145075,883534.4992301377
0.4200000000000003,12.04800688496702,919676.408804654
0.4250000000000003,12.043005624661108,955615.392366185
0.4300000000000003,12.100126615584758,989624.8799161299
0.43500000000000033,12.11589907877544,1024811.4341888258
0.44000000000000034,12.108119709083603,1056696.5053149066
0.44500000000000034,12.155078691038346,1085957.2780849787
0.45000000000000034,12.162510872496684,1112719.6285212203
0.45500000000000035,12.134077572213714,1136567.0263334143
0.46000000000000035,12.169400212463426,1157001.935091924
0.46500000000000036,12.180316930490372,1173732.7633361383
0.47000000000000036,12.160864987217202,1186469.0918691477
0.47500000000000037,12.17467606655697,1194593.435555661
0.48000000000000037,12.179941683005488,1209033.6077404695
0.4850000000000004,12.152852277696988,1250484.1739471063
0.4900000000000004,12.129587994623895,1292496.363345173
0.4950000000000004,12.144125192716112,1364168.0195112317
0.5000000000000003,12.136171442817322,1489744.986618741
0.5049999999999998,12.094927220253929,1622150.3345498315
0.5099999999999992,12.085912150519425,1760741.4441461323
0.5149999999999987,12.07422080624463,1905461.2810929776
0.5199999999999981,12.04846661948118,2056864.2445742628
0.5249999999999976,12.017801793435419,2215995.8019713913
0.529999999999997,11.98668557337266,2382688.6621978963
0.5349999999999965,11.975376558318969,2556396.3335629413
0.5399999999999959,11.934895308847405,2737490.9354431094
0.5449999999999954,11.882616706022173,2926964.9223851953
0.5499999999999948,11.8540281151492,3124790.340111035
