step,t,dt,cfl,max_velocity,max_vorticity,max_circulation,kinetic_energy,enstrophy,div_u_l2,div_u_rel,div_u_weak,bkm_integral,r_at_max_vorticity,z_at_max_vorticity,bc_residual,iters_momentum,iters_pressure,iters_projection,wall_time
216,0.025086935272494993,0.0001067057730430844,0.5,23.814044876814556,903.0370580358586,5.71167179524291,174.86000838273452,26974.3793362151,9.248842628697012,0.05677458521259624,6.896061450470651e-06,14.299522152381826,0.7979603346117137,0.5247615437047314,0.0,8,12,16,193.44953322410583
225,0.026044239765385332,0.00010609689249426374,0.5,23.814012733084482,927.9027918507343,5.709583055572762,174.8249040544066,27479.298378568783,9.275009628261913,0.05640215759939788,7.1593574818061965e-06,15.175905624636025,0.7979603346117137,0.5247615437047314,0.0,8,12,16,201.402352809906
235,0.027101492393984048,0.00010542057395552132,0.5,23.819838590428414,954.9797316443504,5.710182002993149,174.78567422226396,28047.683612842753,9.309716757468076,0.05602849573317319,7.154897279587202e-06,16.171246873289906,0.7979603346117137,0.5247615437047314,0.0,8,12,16,210.2295422554016
244,0.028047207269637324,0.00010480513822587016,0.5,23.823284589968583,978.8887138136574,5.7058433288223585,174.75016614517097,28565.29977802425,9.351803150145797,0.05576228304891884,7.063532380835849e-06,17.08569095150296,0.7979603346117137,0.5247615437047314,0.0,7,12,16,218.07257771492004
254,0.02909143645155719,0.00010410764511520945,0.5,23.824951295136067,1004.9820077683966,5.70751419675127,174.7104926013478,29146.495859320807,9.407688068534663,0.05552551290582905,6.980508643154104e-06,18.12149880181916,0.7979603346117137,0.5247615437047314,0.0,7,12,16,226.59540557861328
263,0.030025197909200937,0.0001034636776065466,0.5,23.82220860557542,1028.0620049237248,5.703202358895794,174.67459147131936,29674.163460158405,9.457837046029095,0.055316146132877386,6.832413670934812e-06,19.070687872191805,0.7979603346117137,0.5247615437047314,0.0,7,12,16,234.271502494812
273,0.031055803067972693,0.0001027271913371697,0.5,23.81694982083395,1053.2688876720638,5.703603852179829,174.63448842098188,30264.34781008254,9.504674697008861,0.055038291763893514,6.621360462135824e-06,20.143203049701928,0.7979603346117137,0.5247615437047314,0.0,7,12,16,242.80500745773315
283,0.03207891378315227,0.0001019669801600153,0.5,23.819008093243255,1078.0258140270657,5.701058473531388,174.59416823996128,30857.64336611023,9.534741010025376,0.05467256582905567,6.520851906569017e-06,21.23347827295885,0.7979603346117137,0.5247615437047314,0.0,7,12,16,251.3570854663849
293,0.03309428873721346,0.00010118244791864629,0.5,23.81548779932823,1102.3524467802542,5.70183468775095,174.55364318247084,31453.448151833833,9.553375943049994,0.05425214339022435,6.967864541620506e-06,22.340429011160474,0.7979603346117137,0.5247615437047314,0.0,7,12,16,260.15513467788696
302,0.03400131153164194,0.00010045574086650367,0.5,23.806731627896063,1123.9016190839645,5.6987458058327425,174.51701026279915,31991.221479352436,9.580909199389822,0.053943952765960486,7.213103231083054e-06,23.350060603124433,0.7979603346117137,0.5247615437047314,0.0,7,12,15,267.82923793792725
312,0.03500132484003193,9.962612398739481e-05,0.5,23.803196331421688,1147.4894380443595,5.697053003738167,174.4761480339161,32589.75463591377,9.63648675436365,0.05375028881402093,7.084156566620941e-06,24.485771245967605,0.7979603346117137,0.5247615437047314,0.0,7,12,15,276.1630308628082
323,0.036091607971529785,9.868823926717109e-05,0.5,23.789966369109894,1173.2413249748279,5.696344504389542,174.43102576260196,33248.966208581616,9.71426900096742,0.05363768912564115,6.666614526761613e-06,25.750898047801584,0.7845584938417499,0.5439743325073378,0.0,7,12,15,285.3312692642212
333,0.037073701881583154,9.78148364560013e-05,0.5,23.78430730778524,1197.370281715198,5.695261369513505,174.3898598675701,33848.941931470865,9.778195810580545,0.053504369177086335,6.542216563915732e-06,26.91497965881764,0.7845584938417499,0.5439743325073378,0.0,7,12,15,293.66901302337646
343,0.038046965938654365,9.692447740712812e-05,0.5,23.770295973526405,1221.2783914173783,5.694080083055016,174.34856703251464,34449.466508884274,9.820990483757601,0.05326298620742829,6.595879049566579e-06,28.091971568939094,0.7845584938417499,0.5439743325073378,0.0,7,12,15,302.06394696235657
353,0.03901119662859025,9.601005191367134e-05,0.5,23.754315038618458,1244.9789996547,5.693912645898151,174.3071610814846,35050.45149470557,9.835070628901862,0.052875635960010284,6.563138021779039e-06,29.280992101815546,0.7845584938417499,0.5439743325073378,0.0,7,12,15,310.4231560230255
364,0.04006120780396974,9.49919260831938e-05,0.5,23.731335951508406,1270.8217132144748,5.693525642282249,174.26149597172258,35711.82454227628,9.819036597611618,0.05229412537253271,6.61760094691822e-06,30.601801533585707,0.7845584938417499,0.5439743325073378,0.0,7,12,15,319.62779450416565
374,0.04100593085887178,9.404716866149824e-05,0.5,23.710990691835047,1294.116730693511,5.692371229309018,174.21988466218357,36312.98863837966,9.790378694024074,0.05170465440105013,6.575389751603179e-06,31.81337977476793,0.7845584938417499,0.5439743325073378,0.0,7,12,15,328.0234122276306
385,0.042034229622279776,9.301067822916926e-05,0.5,23.69046678139333,1319.5342438923612,5.691436388587138,174.17401427218144,36974.222580693524,9.759540483905948,0.051075212668914294,6.235767597421468e-06,33.157186807341304,0.7845584938417499,0.5439743325073378,0.0,7,12,15,337.18993496894836
396,0.043051131982300025,9.197792017454298e-05,0.5,23.662193709721098,1344.748051254263,5.690216875798396,174.12804766271168,37635.83404716496,9.71463230308018,0.050388067108680906,6.089396352665601e-06,34.51184428418869,0.7845584938417499,0.5439743325073378,0.0,7,12,15,346.3581750392914
407,0.044056821535051895,9.097160556910996e-05,0.5,23.62109996028147,1369.7739991836488,5.689389875137036,174.0819856004442,38298.25219380415,9.639605186411998,0.04956187747843131,5.9101480837783974e-06,35.87682751760869,0.7845584938417499,0.5439743325073378,0.0,7,12,15,355.5067229270935
418,0.045051665036336334,9.000454560651823e-05,0.5,23.56992696113737,1394.6302118553435,5.688232819831837,174.03581986633742,38961.86792824041,9.550176090489574,0.0486796458105809,5.696813787615561e-06,37.251902299746426,0.7845584938417499,0.5439743325073378,0.0,7,12,15,364.6754620075226
429,0.04603617599234176,8.90904756480831e-05,0.5,23.54034837256215,1419.3361172920331,5.687599384341381,173.98953109429587,39627.463652301514,9.480146788998594,0.0479125233817017,5.424521531105158e-06,38.63709264018441,0.7845584938417499,0.5439743325073378,0.0,7,12,15,373.8291873931885
440,0.04701102322770059,8.824380669507961e-05,0.5,23.49082793831361,1443.912810644104,5.686155484689083,173.94308834649004,40296.157912973336,9.448418897925464,0.04735130946244452,5.325380091683562e-06,40.03270779095574,0.7845584938417499,0.5439743325073378,0.0,7,12,15,382.97157406806946
452,0.04806445195927198,8.741461016549155e-05,0.5,23.42987990973,1470.6037605865963,5.684260326417592,173.89220134665212,41030.52882562192,9.434939949133653,0.04685528377934946,5.101015960001839e-06,41.56782553834343,0.7845584938417499,0.5439743325073378,0.0,7,12,15,392.93756461143494
463,0.04902197444909441,8.675783947126833e-05,0.5,23.378048015861786,1496.7603543998823,5.683785373393972,173.84530066873714,41709.5334291384,9.416721729832682,0.04637959069658444,5.157841790443849e-06,42.98848447613922,0.7651681954664004,0.5708599335245813,0.0,7,12,15,402.0842649936676
475,0.05005912576583233,8.617402032998516e-05,0.5,23.311947796493193,1526.876405624918,5.6807275215206365,173.79378676994622,42458.06345979923,9.396699293897393,0.04586797721948228,5.397001077613917e-06,44.55646889963767,0.7651681954664004,0.5708599335245813,0.0,7,12,15,412.0447783470154
486,0.05100454095494678,8.577931113293557e-05,0.5,23.246491255204297,1554.644044288843,5.679653122112276,173.74615976359362,43152.877789986065,9.387203387846274,0.04544823110019301,5.292384328656131e-06,46.01312701909531,0.7651681954664004,0.5708599335245813,0.0,7,12,15,421.1971364021301
498,0.05203203807714828,8.552346710339976e-05,0.5,23.18709613824656,1585.170155480208,5.679187527114686,173.69364436347328,43922.3699498416,9.377489579330394,0.04499849341663774,4.854025338261875e-06,47.62620204635035,0.7651681954664004,0.5708599335245813,0.0,7,12,15,431.2034583091736
510,0.0530577462073576,8.546367148447889e-05,0.5,23.107062283036882,1616.0092406251774,5.677168105568035,173.64040750474544,44706.480054562286,9.35445339018274,0.044489464410505004,4.579485580749115e-06,49.267939912772285,0.7651681954664004,0.5708599335245813,0.0,7,12,15,441.19504976272583
522,0.054083914975842126,8.558123568143343e-05,0.5,23.015777307894805,1647.2317145427783,5.67508089248731,173.58630337733103,45507.728778326826,9.330922927006181,0.04398205602744092,4.3714010713672535e-06,50.94225788888877,0.7651681954664004,0.5708599335245813,0.0,7,12,15,451.1411099433899
533,0.05502679551452187,8.584841628836997e-05,0.5,22.93862704091608,1676.2478523273085,5.6731146252186715,173.53582068947554,46259.399102468065,9.322198387089006,0.043579520022039415,4.693561506488972e-06,52.50907999103957,0.7651681954664004,0.5708599335245813,0.0,7,12,15,460.27969336509705
545,0.056059317580211314,8.624093107884613e-05,0.5,22.854215962491725,1708.383991549127,5.6713872444482325,173.47966399279542,47100.3196183147,9.331115047434658,0.04322665745394556,4.677219034842559e-06,54.256433522558346,0.7651681954664004,0.5708599335245813,0.0,7,12,15,470.2547605037689
556,0.05701115629306323,8.680123667306365e-05,0.5,22.77106826655138,1738.3439489182113,5.668464880563927,173.42705822714967,47892.872539628,9.351071876721527,0.04295595658590419,4.5795890008425505e-06,55.896798065760926,0.7651681954664004,0.5708599335245813,0.0,7,12,15,479.42466473579407
568,0.058057876719563216,8.761686232473622e-05,0.5,22.78151505968125,1771.6611996957365,5.665826406153413,173.36825079535393,48784.50743971409,9.37643872322297,0.04267348222259801,4.56609203405586e-06,57.7337951088481,0.7651681954664004,0.5708599335245813,0.0,7,12,15,489.43165397644043
579,0.05902695485784707,8.851792964019427e-05,0.5,22.801578776623867,1802.8527952791017,5.663704495059202,173.31288550425265,49629.43186206971,9.39795783279044,0.042402488995085544,4.572803616804793e-06,59.465786792608,0.7651681954664004,0.5708599335245813,0.0,7,12,15,498.60337924957275
590,0.06000659425740118,8.951970022510587e-05,0.5,22.82726943059761,1834.7212847447167,5.661425660595538,173.25599524009908,50503.211001328695,9.41597664755766,0.04211138893885685,4.9046333432696495e-06,61.24754223640206,0.7651681954664004,0.5708599335245813,0.0,7,12,15,507.8083209991455
602,0.06108825965548231,9.066623573230038e-05,0.5,22.882189828475028,1870.3008741646433,5.659526093695958,173.19208175337906,51491.580566871155,9.434871510279676,0.04178536052931718,4.868233192568559e-06,63.25133937061012,0.7651681954664004,0.5708599335245813,0.0,7,12,15,517.8443262577057
612,0.062000177469570865,9.161841878781567e-05,0.5,22.918299062445083,1900.615253906145,5.656473738374452,173.13728929558616,52344.63110283452,9.45035739060446,0.04150847993896243,4.8419278332409705e-06,64.97072216692091,0.7651681954664004,0.5708599335245813,0.0,8,12,15,526.5462222099304
623,0.063014065214859,9.262373566995586e-05,0.5,22.946005266980873,1934.659622474415,5.654105501395566,173.07538389533877,53315.04321600067,9.4615385805895,0.04117435441512894,4.6948707413006766e-06,66.91499126540776,0.7651681954664004,0.5708599335245813,0.0,8,12,15,536.0684173107147
634,0.06403470381751088,9.265615313692202e-05,0.5,22.962100459800595,1969.2908392044292,5.650998203343712,173.01204376925386,54315.90689369254,9.467337588746403,0.04081498424241818,4.98492870400758e-06,68.90725253742279,0.7651681954664004,0.5708599335245813,0.0,8,12,15,545.5572755336761
645,0.06505158205396998,9.226582989762013e-05,0.5,22.964131741226204,2004.152038325591,5.647996305075367,172.9479897063009,55337.578576705484,9.47866827804539,0.040481592354805994,5.1210051052116904e-06,70.92750633040964,0.7651681954664004,0.5708599335245813,0.0,8,12,15,555.0625376701355
656,0.06606414312385137,9.187109341347928e-05,0.5,22.99283613037749,2039.2172618565373,5.647756829036785,172.88325958846207,56379.89130947395,9.500431391960445,0.040194441544079446,5.14902532424931e-06,72.97458550266863,0.7651681954664004,0.5708599335245813,0.0,8,12,15,564.5403370857239
667,0.0670723229370145,9.146961464649994e-05,0.5,23.006002892476385,2074.477904286702,5.643861812020562,172.81785723027932,57442.82660698736,9.535639657067009,0.03996505773530589,5.036089024480865e-06,75.04825771467482,0.7651681954664004,0.5708599335245813,0.0,8,12,15,573.9932119846344
678,0.06807604314335608,9.106102221124248e-05,0.5,23.006000000864702,2109.9254748438902,5.642156673385178,172.75178615686562,58526.18930882266,9.578074616764782,0.03976629686945872,4.680367980766409e-06,77.1482428262335,0.7651681954664004,0.5708599335245813,0.0,8,12,15,583.5000257492065
689,0.06907523463602429,9.064718707943606e-05,0.5,22.99625360539757,2145.5520560981086,5.639519884950426,172.6850456121955,59630.08552474197,9.625976395334218,0.03959019904547284,4.896553279400357e-06,79.27426129931247,0.7651681954664004,0.5708599335245813,0.0,8,12,15,592.9865798950195
700,0.07006986238463926,9.023220294124974e-05,0.5,22.975502346395185,2181.3513943327303,5.638379442131927,172.6176317074727,60754.47248514434,9.699125005919967,0.039516754958482524,5.2122369791065045e-06,81.42609041800067,0.7651681954664004,0.5708599335245813,0.0,8,12,15,602.4850196838379
711,0.0710599482604792,8.98220766764589e-05,0.5,22.967647531455867,2217.3198308692754,5.636564695042498,172.54953664329025,61899.142695163355,9.796221537886472,0.039538049296136996,4.996644752771327e-06,83.60362154426872,0.7651681954664004,0.5708599335245813,0.0,8,12,15,611.9581038951874
722,0.07204558915196031,8.942421890378436e-05,0.5,22.965748096655,2253.4569293585673,5.6351915651003495,172.48074369839034,63064.050260919415,9.89338716088318,0.039556216323325476,4.780589447647037e-06,85.80691174005071,0.7651681954664004,0.5708599335245813,0.0,7,12,15,621.2809839248657
733,0.07302696891371777,8.9046861031061e-05,0.5,22.95702370013867,2289.7662082823363,5.634240792045941,172.4112291734423,64249.22091142942,9.987760480008555,0.03956010029554434,4.949618024192933e-06,88.03622536026519,0.7651681954664004,0.5708599335245813,0.0,7,12,15,630.4550428390503
744,0.07400436405422524,8.869850871378136e-05,0.5,22.93658400246545,2326.255642631328,5.632883529578765,172.3409628744348,65454.642557095736,10.095624795274796,0.039613976558668586,4.784545527165896e-06,90.29206402304486,0.7651681954664004,0.5708599335245813,0.0,7,12,15,639.5905954837799
756,0.07506650536854703,8.836136485837777e-05,0.5,22.902092319388743,2366.2825579149417,5.632102042929634,172.26340459765038,66792.8293220409,10.23256986450852,0.03974326932400352,4.639797972279172e-06,92.78413336896158,0.7651681954664004,0.5708599335245813,0.0,7,12,15,649.5428495407104
767,0.07603686773091682,8.810012525254403e-05,0.5,22.863039424557662,2403.1941681904696,5.63110474852148,172.19142786699612,68040.97510987072,10.364954208639006,0.03988301640917947,4.71096919100195e-06,95.09819372056727,0.7651681954664004,0.5708599335245813,0.0,7,12,15,658.6756262779236
778,0.07700466987484779,8.78921950808283e-05,0.5,22.828626683800213,2440.33832400838,5.630150104090474,172.11854978288002,69310.04792513562,10.492918268657037,0.04000065992887683,4.856712603388499e-06,97.44198428564194,0.7651681954664004,0.5708599335245813,0.0,7,12,15,667.8111824989319
790,0.07805827395192896,8.773420855618304e-05,0.5,22.7919665715664,2481.1538292196465,5.628621236979872,172.03794583248356,70718.9723030107,10.62124681188088,0.04008092929282684,5.397789885618929e-06,100.03463638462397,0.7651681954664004,0.5708599335245813,0.0,7,12,15,677.7694928646088
801,0.07902283785733569,8.765947494411611e-05,0.5,22.75120459956163,2522.217128488851,5.628211852604835,171.96297605814817,72033.56696828562,10.73141832625779,0.04012228306343383,5.853280186437914e-06,102.44767190020691,0.7093611333471395,0.6455682717487586,0.0,7,12,15,686.9086966514587
813,0.08007467693092031,8.766196534052784e-05,0.5,22.70196420305442,2572.992074857525,5.6269204087490845,171.8799145392608,73493.93783625065,10.845338593299548,0.040139975248949085,6.152890033124007e-06,105.12734196429076,0.7093611333471395,0.6455682717487586,0.0,7,12,15,696.857147693634
824,0.08103939834011041,8.774787281400918e-05,0.5,22.656845211695007,2620.030622664864,5.625704354692122,171.8025044093286,74857.80748705933,10.949551717908685,0.04015179864594738,6.220908054306495e-06,107.63225205164575,0.7093611333471395,0.6455682717487586,0.0,7,12,15,706.0129683017731
835,0.08200557669528265,8.792002117986744e-05,0.5,22.606539724575654,2667.548652603381,5.624772203465993,171.72376756709951,76246.67354479806,11.062078779282352,0.0401902846739106,5.939112416120245e-06,110.1866243751565,0.7093611333471395,0.6455682717487586,0.0,7,12,15,715.1550390720367
847,0.08306240974824891,8.821318093283744e-05,0.5,22.54947152760212,2719.93994314075,5.623998002464482,171.63622112927422,77791.48612413375,11.189416320780301,0.04024400688681165,5.7868161828622514e-06,113.0334623853871,0.7093611333471395,0.6455682717487586,0.0,7,12,15,725.1345365047455
858,0.08403489165246511,8.858466779718579e-05,0.5,22.499419023961387,2768.477288157564,5.623068614873844,171.55432013722154,79236.06530635242,11.303373838887136,0.04027867643338014,6.517454576254997e-06,115.70215560550008,0.7093611333471395,0.6455682717487586,0.0,7,12,15,734.2829856872559
869,0.08501203062792957,8.90375567484347e-05,0.5,22.446584193479897,2817.50435354113,5.6216107970305496,171.47069718150215,80709.31839357702,11.427091906639731,0.040343272296966146,6.927125450441942e-06,118.43129579466645,0.7093611333471395,0.6455682717487586,0.0,7,12,15,743.4646458625793
881,0.08608379286312799,8.954020477006989e-05,0.5,22.38754007451621,2871.5008402750736,5.620803290137331,171.3774002768987,82349.83512271379,11.581346592377717,0.04047531388217921,6.671025175489088e-06,121.47992625595639,0.7093611333471395,0.6455682717487586,0.0,7,12,15,753.4078328609467
892,0.08707153550115387,9.000512850696435e-05,0.5,22.32851150291596,2921.3945455937974,5.619009838230443,171.2899262165264,83884.07046934351,11.725653706367506,0.04060022542369609,6.640855424878967e-06,124.34087114107942,0.7093611333471395,0.6455682717487586,0.0,7,12,15,762.547390460968
903,0.08806471661422886,9.05420181985106e-05,0.5,22.266431573641437,2971.6112012385247,5.6173505410004525,171.20050981865978,85447.72078090864,11.86533393137983,0.04070336154639485,7.0557520482331416e-06,127.26728214457754,0.7093611333471395,0.6455682717487586,0.0,7,12,15,771.6826295852661
914,0.08906445182960726,9.118769483472156e-05,0.5,22.19919146354376,3022.1277227055293,5.615694643615204,171.10900563604645,87042.06716593828,11.99979216798256,0.040783071629925546,7.808670848152594e-06,130.2633580816031,0.7093611333471395,0.6455682717487586,0.0,7,12,15,780.8572068214417
925,0.09007196476380035,9.194648933232754e-05,0.5,22.127041080743144,3072.9193245253496,5.614033101089375,171.01523904757727,88668.0894904389,12.126649500794391,0.0408318580965922,8.27385686355392e-06,133.33377744890333,0.7093611333471395,0.6455682717487586,0.0,7,12,15,790.0490636825562
936,0.0910885196022014,9.282150801118639e-05,0.5,22.053767717981646,3123.9532939907026,5.612826337932021,170.9190090186738,90326.28431151016,12.24740516046547,0.04085554480491668,8.382063267545525e-06,136.4835078705571,0.7093611333471395,0.6455682717487586,0.0,7,12,15,799.281683921814
946,0.09202159149892082,9.371920290327203e-05,0.5,21.986155705496667,3170.521364064509,5.612345718667092,170.82921325294095,91862.43088793506,12.358049456687546,0.040876133772528696,8.549338183259382e-06,139.42010657457905,0.7093611333471395,0.6455682717487586,0.0,7,12,15,807.6458892822266
957,0.09305899514306715,9.481901271139304e-05,0.5,21.911600412397647,3221.8849931003924,5.610616808117362,170.72770254020946,93585.52038493323,12.4908972258311,0.04093079761147717,8.707017011088464e-06,142.73585939947256,0.7093611333471395,0.6455682717487586,0.0,7,12,15,816.8288159370422
967,0.09401315921934653,9.591934985388104e-05,0.5,21.838993087754353,3268.648656760469,5.607694087996989,170.63276351232386,95183.61099155531,12.633285993621056,0.04104590071870007,8.531393263562914e-06,145.8323764217624,0.7093611333471395,0.6455682717487586,0.0,7,12,15,825.185364484787
978,0.0950725741168214,9.610116210734214e-05,0.5,21.75413958065297,3319.9191071562445,5.606528373125749,170.52558375760688,96970.85805577268,12.82141719313852,0.04126858303849321,8.257312381495109e-06,149.32238984282046,0.7093611333471395,0.6455682717487586,0.0,7,12,15,834.3292188644409
988,0.09602880883490957,9.526356735668008e-05,0.5,21.674404080637377,3365.508153328489,5.603760215943968,170.42731417644276,98594.04301447407,13.015457689262487,0.041544155564423924,8.65650523455691e-06,152.5188086686847,0.7093611333471395,0.6455682717487586,0.0,7,12,15,842.6677737236023
999,0.0970724047400496,9.458580598886422e-05,0.5,21.583371027597494,3414.4054652216073,5.602353358387303,170.31840522313908,100374.91188463187,13.248069825852557,0.04190678008347476,9.723852312795682e-06,156.05655371344574,0.7093611333471395,0.6455682717487586,0.0,7,12,15,851.8114330768585
1009,0.0980159552450995,9.419966893655407e-05,0.5,21.49742857925037,3457.7460344145948,5.601000371217574,170.21842736802873,101992.80666528114,13.4799453443702,0.04229785294591396,1.0355676366943466e-05,159.2986647225763,0.7093611333471395,0.6455682717487586,0.0,7,12,15,860.1336758136749
